ZONA PORTUARIA,SOCIEDAD PORTUARIA,TIPO DE SERVICIO,TIPO DE CARGA,EXPORTACION,IMPORTACIÓN,TRANSBORDO,TRANSITO INTERNACIONAL,FLUVIAL,CABOTAJE,MOVILIZACIONES A BORDO,TRANSITORIA,AÑO VIGENCIA,MES VIGENCIA,TOTAL_MOVILIZADO,FECHA,PERIODO_NUM,BALANCE_EXP_IMP,TRIMESTRE,AÑO_INCOMPLETO
BARRANQUILLA,COMPA�IA DE PUERTOS ASOCIADOS S.A.,PUBLICO,GENERAL,0,42309,0,0,0,0,0,0,2019,5,42309,2019-05-01,16,-42309,2,0
SANTA MARTA,SOCIEDAD PORTUARIA REGIONAL DE SANTA MARTA SA,PUBLICO,GENERAL,2737,10617,2846,0,0,0,0,0,2019,12,16200,2019-12-01,23,-7880,4,0
TUMACO,ROMERO Y BURGOS & CIA S.EN C.,PUBLICO,GRANEL LIQUIDO,0,0,0,0,119,0,0,0,2018,6,119,2018-06-01,5,0,2,0
CARTAGENA,SOCIEDAD PORTUARIA DEL DIQUE S.A.,PUBLICO,GRANEL LIQUIDO,0,8512,0,0,0,29131,0,0,2018,7,37643,2018-07-01,6,-8512,3,0
GUAJIRA,PUERTO BRISA S.A.,PUBLICO,CARBON AL GRANEL,30627,0,0,0,0,0,0,0,2019,3,30627,2019-03-01,14,30627,1,0
BARRANQUILLA,SOCIEDAD PORTUARIA MICHELLMAR S.A.,PUBLICO,GRANEL LIQUIDO,0,0,0,0,322,0,0,0,2025,8,322,2025-08-01,91,0,3,0
SAN ANDRES,SAN ANDRES PORT SOCIETY SA,PUBLICO,CONTENEDORES,0,2956,0,10,0,10642,0,0,2021,3,13608,2021-03-01,38,-2956,1,0
SAN ANDRES,NUEVA SOCIEDAD PORTUARIA ZONA ATLANTICA S A,PRIVADO,GRANEL LIQUIDO,0,0,0,0,0,4775,0,0,2018,3,4775,2018-03-01,2,0,1,0
G. MORROSQUILLO,COMPA�IA DE PUERTOS ASOCIADOS S.A.,PUBLICO,GRANEL SOLIDO DIFER. DE CARBON,0,40373,0,0,0,0,0,0,2019,6,40373,2019-06-01,17,-40373,2,0
TURBO,PORTUARIA PUNTA DE VACA S.A.,PRIVADO,GRANEL LIQUIDO,0,0,0,0,0,1262,0,0,2021,11,1262,2021-11-01,46,0,4,0
CARTAGENA,PUERTO BUENAVISTA S.A,PUBLICO,GRANEL LIQUIDO,5496,0,0,0,0,0,0,0,2022,7,5496,2022-07-01,54,5496,3,0
CARTAGENA,SOCIEDAD PORTUARIA TRANSMARSYP S.A.,PUBLICO,GENERAL,0,0,0,0,0,4067,0,0,2023,8,4067,2023-08-01,67,0,3,0
BUENAVENTURA,GRUPO PORTUARIO S.A,PUBLICO,GRANEL SOLIDO DIFER. DE CARBON,0,109079,0,0,0,0,0,0,2019,10,109079,2019-10-01,21,-109079,4,0
BARRANQUILLA,COMPA�IA DE PUERTOS ASOCIADOS S.A.,PUBLICO,GENERAL,0,16643,0,0,0,0,0,0,2021,7,16643,2021-07-01,42,-16643,3,0
TUMACO,CENIT TRANSPORTE Y LOG�STICA DE HIDROCARBUROS SAS,PRIVADO,GRANEL LIQUIDO,50507,0,0,0,0,0,0,0,2018,3,50507,2018-03-01,2,50507,1,0
SAN ANDRES,SAN ANDRES PORT SOCIETY SA,PUBLICO,GRANEL SOLIDO DIFER. DE CARBON,0,6260,0,0,0,0,0,0,2023,6,6260,2023-06-01,65,-6260,2,0
SANTA MARTA,SOCIEDAD PORTUARIA REGIONAL DE SANTA MARTA SA,PUBLICO,GENERAL,810,7663,0,0,0,0,0,0,2022,6,8473,2022-06-01,53,-6853,2,0
CARTAGENA,TERMINAL DE CONTENEDORES DE CARTAGENA S. A.,PUBLICO,GENERAL,0,7,208,0,0,1,0,0,2021,1,216,2021-01-01,36,-7,1,0
BARRANQUILLA,PALERMO SOCIEDAD PORTUARIA S.A,PUBLICO,GENERAL,11,66056,0,0,0,13444,0,0,2022,2,79511,2022-02-01,49,-66045,1,0
SAN ANDRES,SAN ANDRES PORT SOCIETY SA,PUBLICO,GENERAL,0,39,0,0,0,3661,0,0,2020,6,3700,2020-06-01,29,-39,2,0
BUENAVENTURA,SOCIEDAD PUERTO INDUSTRIAL AGUADULCE S.A.,PUBLICO,GENERAL,0,31270,0,0,0,0,0,0,2020,7,31270,2020-07-01,30,-31270,3,0
SAN ANDRES,SAN ANDRES PORT SOCIETY SA,PUBLICO,CONTENEDORES,275,1169,0,0,0,8406,0,0,2024,2,9850,2024-02-01,73,-894,1,0
CARTAGENA,SOCIEDAD PORTUARIA TRANSMARSYP S.A.,PUBLICO,CONTENEDORES,0,0,0,0,0,5291,0,0,2019,1,5291,2019-01-01,12,0,1,0
G. MORROSQUILLO,COMPA�IA DE PUERTOS ASOCIADOS S.A.,PUBLICO,CARBON AL GRANEL,22000,0,0,0,0,0,0,0,2024,4,22000,2024-04-01,75,22000,2,0
BARRANQUILLA,BARRANQUILLA INTERNATIONAL TERMINAL COMPANY S.A.,PUBLICO,GRANEL SOLIDO DIFER. DE CARBON,0,11430,0,0,0,0,0,0,2019,5,11430,2019-05-01,16,-11430,2,0
BUENAVENTURA,SOCIEDAD PORTUARIA REGIONAL DE BUENAVENTURA S.A,PUBLICO,GRANEL SOLIDO DIFER. DE CARBON,34464,263755,0,0,0,0,0,0,2018,1,298219,2018-01-01,0,-229291,1,0
CARTAGENA,SOCIEDAD PORTUARIA TRANSMARSYP S.A.,PUBLICO,CONTENEDORES,0,0,0,0,0,3435,0,0,2022,8,3435,2022-08-01,55,0,3,0
GUAJIRA,CERREJON ZONA NORTE S.A.,PRIVADO,GRANEL SOLIDO DIFER. DE CARBON,0,6517,0,0,0,0,0,0,2018,1,6517,2018-01-01,0,-6517,1,0
CARTAGENA,COMPA�IA DE PUERTOS ASOCIADOS S.A.,PUBLICO,CONTENEDORES,19301,23445,6099,31109,0,0,0,0,2019,8,79954,2019-08-01,19,-4144,3,0
BARRANQUILLA,BARRANQUILLA INTERNATIONAL TERMINAL COMPANY S.A.,PUBLICO,CARBON AL GRANEL,35963,0,0,0,0,0,0,0,2023,1,35963,2023-01-01,60,35963,1,0
BARRANQUILLA,SOCIEDAD PORTUARIA REGIONAL DE BARRANQUILLA S.A.,PUBLICO,GRANEL LIQUIDO,0,3124,0,0,0,0,0,0,2020,3,3124,2020-03-01,26,-3124,1,0
BARRANQUILLA,SOCIEDAD PORTUARIA RIVERPORT S.A.,PUBLICO,GRANEL SOLIDO DIFER. DE CARBON,0,38067,0,0,0,0,0,0,2018,12,38067,2018-12-01,11,-38067,4,0
BUENAVENTURA,SOCIEDAD PORTUARIA REGIONAL DE BUENAVENTURA S.A,PUBLICO,GRANEL SOLIDO DIFER. DE CARBON,0,322917,0,0,0,0,0,0,2024,5,322917,2024-05-01,76,-322917,2,0
CARTAGENA,SOCIEDAD PORTUARIA OLEFINAS Y DERIVADOS S.A.,PUBLICO,GRANEL LIQUIDO,0,35841,0,0,0,0,0,0,2023,11,35841,2023-11-01,70,-35841,4,0
CARTAGENA,SOCIEDAD PORTUARIA TRANSMARSYP S.A.,PUBLICO,GENERAL,0,0,0,0,0,5999,0,0,2021,8,5999,2021-08-01,43,0,3,0
BUENAVENTURA,SOCIEDAD PORTUARIA TERMINAL DE CONTENEDORES DE BUENAVENTURA S.A.,PUBLICO,CONTENEDORES,81964,127328,70067,0,0,548,0,0,2019,7,279907,2019-07-01,18,-45364,3,0
SAN ANDRES,SAN ANDRES PORT SOCIETY SA,PUBLICO,GRANEL SOLIDO DIFER. DE CARBON,0,5605,0,0,0,0,0,0,2019,12,5605,2019-12-01,23,-5605,4,0
BARRANQUILLA,VOPAK COLOMBIA S.A.,PUBLICO,GRANEL LIQUIDO,6143,4490,0,0,0,0,0,0,2025,7,10633,2025-07-01,90,1653,3,0
SANTA MARTA,SOCIEDAD PORTUARIA REGIONAL DE SANTA MARTA SA,PUBLICO,CONTENEDORES,55723,19201,951,0,0,4393,0,0,2022,5,80268,2022-05-01,52,36522,2,0
GUAJIRA,SOCIEDAD PORTUARIA DE LA PENINSULA S.A.,PUBLICO,GENERAL,0,174,0,0,0,0,0,0,2024,4,174,2024-04-01,75,-174,2,0
BARRANQUILLA,SOCIEDAD PORTUARIA MONOMEROS COLOMBO VENEZOLANOS S.A.,PRIVADO,GENERAL,16441,0,0,0,0,0,0,0,2018,4,16441,2018-04-01,3,16441,2,0
BUENAVENTURA,COMPA�IA DE PUERTOS ASOCIADOS S.A.,PUBLICO,GRANEL SOLIDO DIFER. DE CARBON,0,50654,0,0,0,0,0,0,2022,2,50654,2022-02-01,49,-50654,1,0
CIENAGA,SOCIEDAD PORTUARIA PUERTO NUEVO S.A.,PUBLICO,CARBON AL GRANEL,596446,0,0,0,0,0,0,0,2018,4,596446,2018-04-01,3,596446,2,0
G. MORROSQUILLO,COMPA�IA DE PUERTOS ASOCIADOS S.A.,PUBLICO,GRANEL SOLIDO DIFER. DE CARBON,0,44100,0,0,0,0,0,0,2024,9,44100,2024-09-01,80,-44100,3,0
GUAJIRA,CERREJON ZONA NORTE S.A.,PRIVADO,GRANEL SOLIDO DIFER. DE CARBON,0,6475,0,0,0,0,0,0,2021,8,6475,2021-08-01,43,-6475,3,0
CARTAGENA,COMPA�IA DE PUERTOS ASOCIADOS S.A.,PUBLICO,GRANEL SOLIDO DIFER. DE CARBON,0,42537,0,0,0,0,0,0,2021,6,42537,2021-06-01,41,-42537,2,0
BUENAVENTURA,GRUPO PORTUARIO S.A,PUBLICO,GRANEL SOLIDO DIFER. DE CARBON,0,63495,0,0,0,0,0,0,2024,6,63495,2024-06-01,77,-63495,2,0
CARTAGENA,SOCIEDAD PORTUARIA TRANSMARSYP S.A.,PUBLICO,GENERAL,0,0,0,0,0,2115,0,0,2020,5,2115,2020-05-01,28,0,2,0
BUENAVENTURA,SOCIEDAD PORTUARIA REGIONAL DE BUENAVENTURA S.A,PUBLICO,GRANEL LIQUIDO,0,34922,0,0,0,0,0,0,2020,9,34922,2020-09-01,32,-34922,3,0
BUENAVENTURA,COMPA�IA DE PUERTOS ASOCIADOS S.A.,PUBLICO,GRANEL SOLIDO DIFER. DE CARBON,0,84847,0,0,0,0,0,0,2024,8,84847,2024-08-01,79,-84847,3,0
BUENAVENTURA,SOCIEDAD PORTUARIA TERMINAL DE CONTENEDORES DE BUENAVENTURA S.A.,PUBLICO,CONTENEDORES,90016,133204,95610,0,0,0,0,0,2018,3,318830,2018-03-01,2,-43188,1,0
BUENAVENTURA,GRUPO PORTUARIO S.A,PUBLICO,CARBON AL GRANEL,48923,0,0,0,0,0,0,0,2021,1,48923,2021-01-01,36,48923,1,0
CARTAGENA,VOPAK COLOMBIA S.A.,PUBLICO,GRANEL LIQUIDO,8257,0,0,0,0,1595,0,0,2020,12,9852,2020-12-01,35,8257,4,0
SANTA MARTA,CENIT TRANSPORTE Y LOG�STICA DE HIDROCARBUROS SAS,PRIVADO,GRANEL LIQUIDO,0,332277,0,0,0,245410,0,0,2023,8,577687,2023-08-01,67,-332277,3,0
SAN ANDRES,SAN ANDRES PORT SOCIETY SA,PUBLICO,CONTENEDORES,351,1463,0,0,0,8288,0,0,2024,7,10102,2024-07-01,78,-1112,3,0
BUENAVENTURA,SOCIEDAD PORTUARIA REGIONAL DE BUENAVENTURA S.A,PUBLICO,GRANEL SOLIDO DIFER. DE CARBON,10000,250454,0,0,0,0,0,0,2020,11,260454,2020-11-01,34,-240454,4,0
CARTAGENA,COMPA�IA DE PUERTOS ASOCIADOS S.A.,PUBLICO,GENERAL,3329,8955,0,100,0,0,0,0,2018,10,12384,2018-10-01,9,-5626,4,0
CARTAGENA,NUEVA SOCIEDAD PORTUARIA ZONA ATLANTICA S A,PRIVADO,GRANEL LIQUIDO,0,0,0,0,0,7062,0,0,2020,3,7062,2020-03-01,26,0,1,0
BARRANQUILLA,PALERMO SOCIEDAD PORTUARIA S.A,PUBLICO,CONTENEDORES,0,0,446,0,0,0,0,0,2024,3,446,2024-03-01,74,0,1,0
BARRANQUILLA,VOPAK COLOMBIA S.A.,PUBLICO,GRANEL LIQUIDO,20406,9782,0,0,0,0,0,2787,2020,3,32975,2020-03-01,26,10624,1,0
BUENAVENTURA,COMPA�IA DE PUERTOS ASOCIADOS S.A.,PUBLICO,GRANEL SOLIDO DIFER. DE CARBON,0,45252,0,0,0,0,0,0,2020,1,45252,2020-01-01,24,-45252,1,0
SANTA MARTA,SOCIEDAD PORTUARIA REGIONAL DE SANTA MARTA SA,PUBLICO,CARBON AL GRANEL,123983,0,0,0,0,0,0,0,2018,12,123983,2018-12-01,11,123983,4,0
CARTAGENA,SOCIEDAD PORTUARIA TRANSMARSYP S.A.,PUBLICO,GENERAL,0,0,0,0,0,3804,0,0,2024,3,3804,2024-03-01,74,0,1,0
CIENAGA,SOCIEDAD PORTUARIA PUERTO NUEVO S.A.,PUBLICO,CARBON AL GRANEL,638882,0,0,0,0,0,0,0,2019,2,638882,2019-02-01,13,638882,1,0
SANTA MARTA,SOCIEDAD PORTUARIA REGIONAL DE SANTA MARTA SA,PUBLICO,GENERAL,57,17830,0,0,0,0,0,0,2022,5,17887,2022-05-01,52,-17773,2,0
BARRANQUILLA,PALERMO SOCIEDAD PORTUARIA S.A,PUBLICO,GRANEL LIQUIDO,0,61361,0,0,15281,2826,0,0,2022,1,79468,2022-01-01,48,-61361,1,0
BUENAVENTURA,GRUPO PORTUARIO S.A,PUBLICO,CARBON AL GRANEL,79063,0,0,0,0,0,0,0,2023,1,79063,2023-01-01,60,79063,1,0
GUAJIRA,CERREJON ZONA NORTE S.A.,PRIVADO,CONTENEDORES,0,710,0,0,0,0,0,0,2019,5,710,2019-05-01,16,-710,2,0
SAN ANDRES,SAN ANDRES PORT SOCIETY SA,PUBLICO,GENERAL,0,72,0,0,0,4142,0,0,2020,1,4214,2020-01-01,24,-72,1,0
BARRANCABERMEJA,SOCIEDAD PORTUARIA IMPALA TERMINALS BARRANCABERMEJA S.A.,PUBLICO,GENERAL,0,0,0,0,99,0,0,0,2020,12,99,2020-12-01,35,0,4,0
BUENAVENTURA,SOCIEDAD PUERTO INDUSTRIAL AGUADULCE S.A.,PUBLICO,CONTENEDORES,76486,219575,0,0,0,12236,0,0,2023,8,308297,2023-08-01,67,-143089,3,0
CARTAGENA,PUERTOS DEL CARIBE SOCIEDAD PORTUARIA S.A.,PUBLICO,GRANEL LIQUIDO,0,11445,0,0,0,0,0,0,2024,3,11445,2024-03-01,74,-11445,1,0
GUAJIRA,CERREJON ZONA NORTE S.A.,PRIVADO,GRANEL LIQUIDO,0,23115,0,0,0,0,0,0,2019,4,23115,2019-04-01,15,-23115,2,0
TUMACO,SOCIEDAD PORTUARIA REGIONAL TUMACO PACIFIC PORT S.A,PUBLICO,GRANEL LIQUIDO,0,0,0,0,0,6521,0,0,2019,4,6521,2019-04-01,15,0,2,0
TUMACO,SOCIEDAD PORTUARIA REGIONAL TUMACO PACIFIC PORT S.A,PUBLICO,GRANEL LIQUIDO,5412,0,0,0,0,3069,0,0,2022,2,8481,2022-02-01,49,5412,1,0
BARRANQUILLA,SOCIEDAD PORTUARIA MONOMEROS COLOMBO VENEZOLANOS S.A.,PRIVADO,GRANEL SOLIDO DIFER. DE CARBON,0,11436,0,0,0,0,0,0,2024,8,11436,2024-08-01,79,-11436,3,0
BARRANQUILLA,PORTMAGDALENA S.A.,PUBLICO,GRANEL LIQUIDO,39610,9586,0,0,3143,27435,0,0,2023,4,79774,2023-04-01,63,30024,2,0
GUAJIRA,CERREJON ZONA NORTE S.A.,PRIVADO,GRANEL SOLIDO DIFER. DE CARBON,0,7318,0,0,0,0,0,0,2023,8,7318,2023-08-01,67,-7318,3,0
BARRANQUILLA,SOCIEDAD PORTUARIA MICHELLMAR S.A.,PUBLICO,CARBON AL GRANEL,11000,0,0,0,0,0,0,0,2023,9,11000,2023-09-01,68,11000,3,0
BARRANQUILLA,PALERMO SOCIEDAD PORTUARIA S.A,PUBLICO,GENERAL,0,70850,0,0,18166,0,0,0,2020,3,89016,2020-03-01,26,-70850,1,0
CARTAGENA,COMPA�IA DE PUERTOS ASOCIADOS S.A.,PUBLICO,GENERAL,2085,12020,0,0,0,0,0,0,2022,1,14105,2022-01-01,48,-9935,1,0
GUAJIRA,CERREJON ZONA NORTE S.A.,PRIVADO,GRANEL LIQUIDO,0,12273,0,0,0,0,0,0,2019,2,12273,2019-02-01,13,-12273,1,0
CARTAGENA,SOCIEDAD PORTUARIA OLEFINAS Y DERIVADOS S.A.,PUBLICO,GRANEL LIQUIDO,0,67525,0,0,0,0,0,0,2022,6,67525,2022-06-01,53,-67525,2,0
CARTAGENA,ALGRANEL S.A.,PUBLICO,GRANEL LIQUIDO,0,4556,0,0,0,0,0,0,2023,10,4556,2023-10-01,69,-4556,4,0
Z.P. RIO MAGDALENA,PUERTO PIMSA S.A.,PUBLICO,GENERAL,0,0,0,0,0,8263,0,0,2024,4,8263,2024-04-01,75,0,2,0
BUENAVENTURA,SOCIEDAD PUERTO INDUSTRIAL AGUADULCE S.A.,PUBLICO,GRANEL SOLIDO DIFER. DE CARBON,0,91952,0,0,0,0,0,0,2022,10,91952,2022-10-01,57,-91952,4,0
CARTAGENA,ECOPETROL S.A.,PRIVADO,GRANEL LIQUIDO,273137,131001,0,0,0,115406,0,0,2022,5,519544,2022-05-01,52,142136,2,0
GUAJIRA,PUERTO BRISA S.A.,PUBLICO,CARBON AL GRANEL,231834,0,0,0,0,0,0,0,2023,10,231834,2023-10-01,69,231834,4,0
BARRANQUILLA,BARRANQUILLA INTERNATIONAL TERMINAL COMPANY S.A.,PUBLICO,CARBON AL GRANEL,27500,0,0,0,0,0,0,0,2020,8,27500,2020-08-01,31,27500,3,0
CARTAGENA,NUEVA SOCIEDAD PORTUARIA ZONA ATLANTICA S A,PRIVADO,GRANEL LIQUIDO,0,0,0,0,0,7294,0,0,2023,12,7294,2023-12-01,71,0,4,0
CARTAGENA,COMPA�IA DE PUERTOS ASOCIADOS S.A.,PUBLICO,GENERAL,2718,34993,0,0,0,0,0,0,2023,2,37711,2023-02-01,61,-32275,1,0
GUAJIRA,PUERTO BRISA S.A.,PUBLICO,CARBON AL GRANEL,74661,0,0,0,0,0,0,0,2018,6,74661,2018-06-01,5,74661,2,0
SAN ANDRES,NUEVA SOCIEDAD PORTUARIA ZONA ATLANTICA S A,PRIVADO,GRANEL LIQUIDO,0,0,0,0,0,7207,0,0,2023,6,7207,2023-06-01,65,0,2,0
GUAJIRA,PUERTO BRISA S.A.,PUBLICO,CARBON AL GRANEL,119186,0,0,0,0,0,0,0,2023,5,119186,2023-05-01,64,119186,2,0
CARTAGENA,SOCIEDAD PORTUARIA REGIONAL DE CARTAGENA SA,PUBLICO,GENERAL,0,0,0,0,0,0,0,0,2018,7,0,2018-07-01,6,0,3,0
CARTAGENA,SOCIEDAD PORTUARIA DEL DIQUE S.A.,PUBLICO,GRANEL LIQUIDO,0,0,0,0,0,13217,0,0,2019,4,13217,2019-04-01,15,0,2,0
Z.P. RIO MAGDALENA,PUERTO PIMSA S.A.,PUBLICO,GENERAL,0,0,0,0,0,11407,0,0,2021,8,11407,2021-08-01,43,0,3,0
G. MORROSQUILLO,OLEODUCTO CENTRAL S.A.,PUBLICO,GRANEL LIQUIDO,1290307,0,0,0,0,0,0,0,2021,6,1290307,2021-06-01,41,1290307,2,0
CARTAGENA,TERMINAL DE CONTENEDORES DE CARTAGENA S. A.,PUBLICO,GENERAL,0,126,226,0,0,0,0,0,2019,7,352,2019-07-01,18,-126,3,0
BARRANQUILLA,PALERMO SOCIEDAD PORTUARIA S.A,PUBLICO,GRANEL LIQUIDO,0,62945,0,0,0,3061,0,0,2022,2,66006,2022-02-01,49,-62945,1,0
CARTAGENA,ATUNAMAR LIMITADA,PRIVADO,GENERAL,0,0,0,0,0,1402,0,0,2021,10,1402,2021-10-01,45,0,4,0
BARRANQUILLA,SOCIEDAD PORTUARIA REGIONAL DE BARRANQUILLA S.A.,PUBLICO,CONTENEDORES,47306,51292,62,82,0,0,0,206,2023,9,98948,2023-09-01,68,-3986,3,0
CARTAGENA,ZONA FRANCA ARGOS S.A.S.,PRIVADO,GRANEL SOLIDO DIFER. DE CARBON,122117,0,0,0,0,0,0,0,2025,8,122117,2025-08-01,91,122117,3,0
BARRANQUILLA,PALERMO SOCIEDAD PORTUARIA S.A,PUBLICO,CONTENEDORES,0,1679,0,0,0,0,0,0,2022,7,1679,2022-07-01,54,-1679,3,0
SANTA MARTA,SOCIEDAD PORTUARIA REGIONAL DE SANTA MARTA SA,PUBLICO,CARBON AL GRANEL,125246,0,0,0,0,0,0,0,2023,8,125246,2023-08-01,67,125246,3,0
SANTA MARTA,SOCIEDAD PORTUARIA REGIONAL DE SANTA MARTA SA,PUBLICO,GRANEL SOLIDO DIFER. DE CARBON,0,227848,0,0,0,0,0,0,2019,5,227848,2019-05-01,16,-227848,2,0
CARTAGENA,ATUNAMAR LIMITADA,PRIVADO,GENERAL,0,0,0,0,0,2893,0,0,2025,7,2893,2025-07-01,90,0,3,0
SANTA MARTA,SOCIEDAD PORTUARIA REGIONAL DE SANTA MARTA SA,PUBLICO,GENERAL,2373,4447,457,0,0,0,0,0,2025,7,7277,2025-07-01,90,-2074,3,0
CARTAGENA,PUERTO BUENAVISTA S.A,PUBLICO,GENERAL,0,0,0,0,0,292,0,0,2024,6,292,2024-06-01,77,0,2,0
CARTAGENA,SOCIEDAD PORTUARIA TRANSMARSYP S.A.,PUBLICO,CONTENEDORES,0,0,0,0,0,4027,0,0,2024,1,4027,2024-01-01,72,0,1,0
BUENAVENTURA,SOCIEDAD PUERTO INDUSTRIAL AGUADULCE S.A.,PUBLICO,GENERAL,0,27222,0,0,0,0,0,0,2025,7,27222,2025-07-01,90,-27222,3,0
SAN ANDRES,SAN ANDRES PORT SOCIETY SA,PUBLICO,CONTENEDORES,262,1131,0,0,0,7161,0,0,2023,6,8554,2023-06-01,65,-869,2,0
SAN ANDRES,SAN ANDRES PORT SOCIETY SA,PUBLICO,CONTENEDORES,363,1398,0,0,0,6282,0,0,2023,2,8043,2023-02-01,61,-1035,1,0
CARTAGENA,TERMINAL DE CONTENEDORES DE CARTAGENA S. A.,PUBLICO,CONTENEDORES,183341,266464,1465576,0,0,82192,0,0,2021,4,1997573,2021-04-01,39,-83123,2,0
CARTAGENA,PUERTOS DEL CARIBE SOCIEDAD PORTUARIA S.A.,PUBLICO,GRANEL LIQUIDO,0,6676,0,0,0,0,0,0,2019,8,6676,2019-08-01,19,-6676,3,0
CARTAGENA,NUEVA SOCIEDAD PORTUARIA ZONA ATLANTICA S A,PRIVADO,GRANEL LIQUIDO,0,0,0,0,0,4830,0,0,2023,1,4830,2023-01-01,60,0,1,0
BUENAVENTURA,GRUPO PORTUARIO S.A,PUBLICO,CARBON AL GRANEL,39528,0,0,0,0,0,0,0,2022,9,39528,2022-09-01,56,39528,3,0
BUENAVENTURA,SOCIEDAD PORTUARIA REGIONAL DE BUENAVENTURA S.A,PUBLICO,GENERAL,646,117179,0,0,0,0,0,0,2023,11,117825,2023-11-01,70,-116533,4,0
Z.P. RIO MAGDALENA,PUERTO PIMSA S.A.,PUBLICO,GENERAL,0,406,0,0,0,3975,0,0,2020,10,4381,2020-10-01,33,-406,4,0
BARRANCABERMEJA,SOCIEDAD PORTUARIA IMPALA TERMINALS BARRANCABERMEJA S.A.,PUBLICO,GRANEL LIQUIDO,0,0,0,0,44084,0,0,0,2019,1,44084,2019-01-01,12,0,1,0
TURBO,PORTUARIA PUNTA DE VACA S.A.,PRIVADO,GRANEL LIQUIDO,0,0,0,0,0,1202,0,0,2020,1,1202,2020-01-01,24,0,1,0
GUAJIRA,PUERTO BRISA S.A.,PUBLICO,CARBON AL GRANEL,134349,0,0,0,0,0,0,0,2023,3,134349,2023-03-01,62,134349,1,0
CARTAGENA,SOCIEDAD PORTUARIA BAVARIA S.A,PRIVADO,GRANEL SOLIDO DIFER. DE CARBON,0,28000,0,0,0,0,0,0,2022,8,28000,2022-08-01,55,-28000,3,0
BUENAVENTURA,SOCIEDAD PORTUARIA TERMINAL DE CONTENEDORES DE BUENAVENTURA S.A.,PUBLICO,CONTENEDORES,37504,98156,25858,0,0,0,0,0,2019,4,161518,2019-04-01,15,-60652,2,0
BUENAVENTURA,SOCIEDAD PUERTO INDUSTRIAL AGUADULCE S.A.,PUBLICO,GRANEL SOLIDO DIFER. DE CARBON,0,98888,0,0,0,0,0,0,2018,9,98888,2018-09-01,8,-98888,3,0
CARTAGENA,ZONA FRANCA ARGOS S.A.S.,PRIVADO,GRANEL SOLIDO DIFER. DE CARBON,71780,0,0,0,0,0,0,0,2018,10,71780,2018-10-01,9,71780,4,0
SANTA MARTA,SOCIEDAD PORTUARIA REGIONAL DE SANTA MARTA SA,PUBLICO,GENERAL,1653,8485,0,0,0,0,0,0,2023,10,10138,2023-10-01,69,-6832,4,0
SANTA MARTA,SOCIEDAD PORTUARIA REGIONAL DE SANTA MARTA SA,PUBLICO,GRANEL LIQUIDO,33180,0,0,0,0,0,0,0,2022,6,33180,2022-06-01,53,33180,2,0
G. MORROSQUILLO,COMPA�IA DE PUERTOS ASOCIADOS S.A.,PUBLICO,GRANEL SOLIDO DIFER. DE CARBON,0,52893,0,0,0,0,0,0,2018,5,52893,2018-05-01,4,-52893,2,0
SAN ANDRES,SAN ANDRES PORT SOCIETY SA,PUBLICO,CONTENEDORES,660,2183,0,5,0,5936,0,0,2018,6,8784,2018-06-01,5,-1523,2,0
CARTAGENA,COMPA�IA DE PUERTOS ASOCIADOS S.A.,PUBLICO,CONTENEDORES,22492,23917,0,136,0,0,0,0,2023,7,46545,2023-07-01,66,-1425,3,0
BARRANCABERMEJA,ECOPETROL S.A.,PRIVADO,GRANEL LIQUIDO,0,0,0,0,76549,0,0,0,2020,8,76549,2020-08-01,31,0,3,0
CARTAGENA,TERMINAL DE CONTENEDORES DE CARTAGENA S. A.,PUBLICO,GENERAL,183,332,228,0,0,0,0,0,2023,3,743,2023-03-01,62,-149,1,0
BARRANQUILLA,SOCIEDAD PORTUARIA REGIONAL DE BARRANQUILLA S.A.,PUBLICO,CARBON AL GRANEL,39790,0,0,0,0,0,0,0,2020,12,39790,2020-12-01,35,39790,4,0
SANTA MARTA,SOCIEDAD PORTUARIA REGIONAL DE SANTA MARTA SA,PUBLICO,GRANEL LIQUIDO,51555,23113,0,0,0,0,0,0,2018,6,74668,2018-06-01,5,28442,2,0
BARRANQUILLA,SOCIEDAD PORTUARIA RIVERPORT S.A.,PUBLICO,CARBON AL GRANEL,0,33000,0,0,0,0,0,0,2023,6,33000,2023-06-01,65,-33000,2,0
TURBO,UNIBAN LOGISTICA S.A,PUBLICO,CONTENEDORES,25173,3707,0,0,0,34209,0,0,2021,12,63089,2021-12-01,47,21466,4,0
GUAJIRA,SOCIEDAD PORTUARIA DE LA PENINSULA S.A.,PUBLICO,GENERAL,0,909,0,0,0,0,0,0,2024,3,909,2024-03-01,74,-909,1,0
BARRANQUILLA,PALERMO SOCIEDAD PORTUARIA S.A,PUBLICO,GENERAL,0,50178,0,0,0,12710,0,0,2024,7,62888,2024-07-01,78,-50178,3,0
CARTAGENA,TERMINAL DE CONTENEDORES DE CARTAGENA S. A.,PUBLICO,CONTENEDORES,197938,233977,1470313,0,0,74066,0,0,2024,1,1976294,2024-01-01,72,-36039,1,0
CARTAGENA,SOCIEDAD PORTUARIA DEL DIQUE S.A.,PUBLICO,GRANEL LIQUIDO,0,0,0,0,0,34221,0,0,2020,9,34221,2020-09-01,32,0,3,0
